Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,Decade_group,Calculated_Sales,Top_Region,Sales_Category,Game_Age,NA_Percentage,EU_Percentage,Global_Sales_Scaler,NA_Percentage_Scaler,EU_Percentage_Scaler,Global_Sales_Standard_Scaler,NA_Percentage_Standard_Scaler,EU_Percentage_Standard_Scaler
9030,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,2000,00s,0.14,JP_Sales,Low,18,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9031,Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,2010,10s,0.14,JP_Sales,Low,15,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9032,Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,18,71.42857142857143,21.428571428571423,0.0015713767677988642,0.7142857142857143,0.21428571428571425,-0.2558312759746993,0.7590707366328273,-0.05869921300202458
9033,Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,1990,90s,0.14,NA_Sales,Low,29,57.14285714285714,35.714285714285715,0.0015713767677988642,0.5714285714285714,0.35714285714285715,-0.2558312759746993,0.3398150961442821,0.5152798131338157
9034,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,2010,10s,0.14,NA_Sales,Low,11,57.14285714285714,35.714285714285715,0.0015713767677988642,0.5714285714285714,0.35714285714285715,-0.2558312759746993,0.3398150961442821,0.5152798131338157
9035,Klonoa: Empire of Dreams,GBA,2001,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,2000,00s,0.14,NA_Sales,Low,25,71.42857142857143,28.57142857142857,0.0015713767677988642,0.7142857142857143,0.2857142857142857,-0.2558312759746993,0.7590707366328273,0.22829030006589554
9036,G.I. Joe: The Rise of Cobra,PSP,2009,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14,2000,00s,0.15,NA_Sales,Low,17,78.57142857142857,14.285714285714285,0.0015713767677988642,0.7857142857142857,0.14285714285714285,-0.2558312759746993,0.9686985568770996,-0.34568872606994444
9037,Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,2010,10s,0.13999999999999999,EU_Sales,Low,16,0.0,85.7142857142857,0.0015713767677988642,0.0,0.857142857142857,-0.2558312759746993,-1.3372074658098976,2.524206404609255
9038,Balloon Pop,DS,2009,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,17,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9039,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015,Action,Disney Interactive Studios,0.0,0.11,0.0,0.03,0.14,2010,10s,0.14,EU_Sales,Low,11,0.0,78.57142857142857,0.0015713767677988642,0.0,0.7857142857142857,-0.2558312759746993,-1.3372074658098976,2.2372168915413355
9040,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,1990,90s,0.14,NA_Sales,Low,30,57.14285714285714,35.714285714285715,0.0015713767677988642,0.5714285714285714,0.35714285714285715,-0.2558312759746993,0.3398150961442821,0.5152798131338157
9041,Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,20,64.28571428571428,28.57142857142857,0.0015713767677988642,0.6428571428571428,0.2857142857142857,-0.2558312759746993,0.5494429163885545,0.22829030006589554
9042,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006,Misc,System 3 Arcade Software,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,20,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9043,Second Sight,PS2,2004,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,22,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9044,Spider-Man: Edge of Time,DS,2011,Action,Activision,0.12,0.01,0.0,0.01,0.14,2010,10s,0.14,NA_Sales,Low,15,85.7142857142857,7.142857142857142,0.0015713767677988642,0.857142857142857,0.07142857142857142,-0.2558312759746993,1.1783263771213717,-0.6326782391378644
9045,Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,20,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9046,Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,22,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9047,Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,2000,00s,0.15000000000000002,NA_Sales,Low,20,71.42857142857143,21.428571428571423,0.0015713767677988642,0.7142857142857143,0.21428571428571425,-0.2558312759746993,0.7590707366328273,-0.05869921300202458
9048,ArmA II,PC,2009,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,2000,00s,0.15,EU_Sales,Low,17,0.0,85.7142857142857,0.0015713767677988642,0.0,0.857142857142857,-0.2558312759746993,-1.3372074658098976,2.524206404609255
9049,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Racing,THQ,0.08,0.05,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,25,57.14285714285714,35.714285714285715,0.0015713767677988642,0.5714285714285714,0.35714285714285715,-0.2558312759746993,0.3398150961442821,0.5152798131338157
9050,Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0.0,0.0,0.14,0.0,0.14,2010,10s,0.14,JP_Sales,Low,15,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9051,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01,0.14,2010,10s,0.14,NA_Sales,Low,16,78.57142857142857,14.285714285714285,0.0015713767677988642,0.7857142857142857,0.14285714285714285,-0.2558312759746993,0.9686985568770996,-0.34568872606994444
9052,Doshin the Giant,GC,2002,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,2000,00s,0.14,JP_Sales,Low,24,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9053,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,Activision,0.1,0.04,0.0,0.0,0.14,2000,00s,0.14,NA_Sales,Low,21,71.42857142857143,28.57142857142857,0.0015713767677988642,0.7142857142857143,0.2857142857142857,-0.2558312759746993,0.7590707366328273,0.22829030006589554
9054,Star Ocean: Blue Sphere,GB,2001,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,2000,00s,0.14,JP_Sales,Low,25,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9055,Mojo!,PS2,2003,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,23,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9056,Destroy All Humans! Big Willy Unleashed,Wii,2008,Action,THQ,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,18,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9057,Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,2000,00s,0.14,EU_Sales,Low,26,14.285714285714285,71.42857142857143,0.0015713767677988642,0.14285714285714285,0.7142857142857143,-0.2558312759746993,-0.9179518253213528,1.9502273784734157
9058,Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,2000,00s,0.15,EU_Sales,Low,18,35.714285714285715,57.14285714285714,0.0015713767677988642,0.35714285714285715,0.5714285714285714,-0.2558312759746993,-0.2890683645885352,1.3762483523375755
9059,Kamen Rider Ryuki,PS,2002,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,2000,00s,0.14,JP_Sales,Low,24,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9060,Front Mission Alternative,PS,1997,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,1990,90s,0.14,JP_Sales,Low,29,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9061,World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,20,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9062,FIFA Soccer 2005,GC,2004,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,2000,00s,0.14,NA_Sales,Low,22,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9063,Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,2010,10s,0.14,NA_Sales,Low,15,64.28571428571428,21.428571428571423,0.0015713767677988642,0.6428571428571428,0.21428571428571425,-0.2558312759746993,0.5494429163885545,-0.05869921300202458
9064,The Orange Box,PC,2007,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,2000,00s,0.14,EU_Sales,Low,19,0.0,78.57142857142857,0.0015713767677988642,0.0,0.7857142857142857,-0.2558312759746993,-1.3372074658098976,2.2372168915413355
9065,Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,18,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9066,Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,2000,00s,0.14,NA_Sales,Low,19,50.0,0.0,0.0015713767677988642,0.5,0.0,-0.2558312759746993,0.13018727590000975,-0.9196677522057843
9067,Record of Agarest War 2,PS3,2010,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,2010,10s,0.14,NA_Sales,Low,16,64.28571428571428,0.0,0.0015713767677988642,0.6428571428571428,0.0,-0.2558312759746993,0.5494429163885545,-0.9196677522057843
9068,SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,0.01,0.1,0.0,0.03,0.14,2010,10s,0.14,EU_Sales,Low,15,7.142857142857142,71.42857142857143,0.0015713767677988642,0.07142857142857142,0.7142857142857143,-0.2558312759746993,-1.1275796455656253,1.9502273784734157
9069,Power Stone,DC,1998,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,1990,90s,0.14,JP_Sales,Low,28,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9070,Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,25,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9071,Monster Lab,DS,2008,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,18,85.7142857142857,7.142857142857142,0.0015713767677988642,0.857142857142857,0.07142857142857142,-0.2558312759746993,1.1783263771213717,-0.6326782391378644
9072,Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,2010,10s,0.14,JP_Sales,Low,15,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,2010,10s,0.14,JP_Sales,Low,14,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9074,MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,22,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9075,Cake Mania 3,DS,2009,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,17,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9076,.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,2010,10s,0.14,JP_Sales,Low,16,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9077,Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,2000,00s,0.15000000000000002,NA_Sales,Low,23,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9078,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,2000,00s,0.13,EU_Sales,Low,23,7.142857142857142,71.42857142857143,0.0015713767677988642,0.07142857142857142,0.7142857142857143,-0.2558312759746993,-1.1275796455656253,1.9502273784734157
9079,SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,2000,00s,0.15000000000000002,NA_Sales,Low,21,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9080,NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.0,0.01,0.14,2000,00s,0.15000000000000002,NA_Sales,Low,24,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9081,Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,2000,00s,0.15000000000000002,JP_Sales,Low,18,42.85714285714285,0.0,0.0015713767677988642,0.4285714285714285,0.0,-0.2558312759746993,-0.07944054434426305,-0.9196677522057843
9082,Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,2010,10s,0.14,NA_Sales,Low,16,71.42857142857143,21.428571428571423,0.0015713767677988642,0.7142857142857143,0.21428571428571425,-0.2558312759746993,0.7590707366328273,-0.05869921300202458
9083,Our House Party!,Wii,2007,Simulation,Unknown,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,19,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9084,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,2000,00s,0.14,JP_Sales,Low,22,21.428571428571423,0.0,0.0015713767677988642,0.21428571428571425,0.0,-0.2558312759746993,-0.7083240050770804,-0.9196677522057843
9085,Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,19,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9086,Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,18,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,2000,00s,0.14,NA_Sales,Low,25,71.42857142857143,28.57142857142857,0.0015713767677988642,0.7142857142857143,0.2857142857142857,-0.2558312759746993,0.7590707366328273,0.22829030006589554
9088,Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,2010,10s,0.14,JP_Sales,Low,12,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9089,TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14,2010,10s,0.13999999999999999,NA_Sales,Low,16,42.85714285714285,21.428571428571423,0.0015713767677988642,0.4285714285714285,0.21428571428571425,-0.2558312759746993,-0.07944054434426305,-0.05869921300202458
9090,Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,25,57.14285714285714,35.714285714285715,0.0015713767677988642,0.5714285714285714,0.35714285714285715,-0.2558312759746993,0.3398150961442821,0.5152798131338157
9091,PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,25,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9092,Hexyz Force,PSP,2009,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,2000,00s,0.14,NA_Sales,Low,17,50.0,0.0,0.0015713767677988642,0.5,0.0,-0.2558312759746993,0.13018727590000975,-0.9196677522057843
9093,OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0.0,0.01,0.14,2000,00s,0.15000000000000002,NA_Sales,Low,22,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9094,Okami,PS3,2012,Action,Capcom,0.0,0.0,0.14,0.0,0.14,2010,10s,0.14,JP_Sales,Low,14,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9095,Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,2000,00s,0.14,JP_Sales,Low,26,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9096,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,2000,00s,0.15000000000000002,NA_Sales,Low,20,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9097,Soukaigi,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,1990,90s,0.14,JP_Sales,Low,28,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9098,Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,2000,00s,0.14,JP_Sales,Low,20,0.0,7.142857142857142,0.0015713767677988642,0.0,0.07142857142857142,-0.2558312759746993,-1.3372074658098976,-0.6326782391378644
9099,Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,1990,90s,0.14,JP_Sales,Low,29,7.142857142857142,7.142857142857142,0.0015713767677988642,0.07142857142857142,0.07142857142857142,-0.2558312759746993,-1.1275796455656253,-0.6326782391378644
9100,Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,18,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9101,Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,21,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9102,Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,2000,00s,0.14,NA_Sales,Low,22,71.42857142857143,28.57142857142857,0.0015713767677988642,0.7142857142857143,0.2857142857142857,-0.2558312759746993,0.7590707366328273,0.22829030006589554
9103,PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,2000,00s,0.14,NA_Sales,Low,17,64.28571428571428,0.0,0.0015713767677988642,0.6428571428571428,0.0,-0.2558312759746993,0.5494429163885545,-0.9196677522057843
9104,NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,2000,00s,0.15000000000000002,NA_Sales,Low,24,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9105,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Action,Nippon Columbia,0.0,0.0,0.14,0.0,0.14,2010,10s,0.14,JP_Sales,Low,11,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9106,Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,24,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9107,Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,25,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9108,Krull,2600,1982,Action,Atari,0.13,0.01,0.0,0.0,0.14,1980,80s,0.14,NA_Sales,Low,44,92.85714285714285,7.142857142857142,0.0015713767677988642,0.9285714285714285,0.07142857142857142,-0.2558312759746993,1.3879541973656444,-0.6326782391378644
9109,Yu-Gi-Oh! Monster Capture GB,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,2000,00s,0.14,JP_Sales,Low,26,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
9110,Risen,PC,2009,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,2000,00s,0.14,EU_Sales,Low,17,0.0,78.57142857142857,0.0015713767677988642,0.0,0.7857142857142857,-0.2558312759746993,-1.3372074658098976,2.2372168915413355
9111,Top Spin 3,DS,2008,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,18,78.57142857142857,14.285714285714285,0.0015713767677988642,0.7857142857142857,0.14285714285714285,-0.2558312759746993,0.9686985568770996,-0.34568872606994444
9112,Zapper: One Wicked Cricket!,GBA,2002,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,2000,00s,0.14,NA_Sales,Low,24,71.42857142857143,28.57142857142857,0.0015713767677988642,0.7142857142857143,0.2857142857142857,-0.2558312759746993,0.7590707366328273,0.22829030006589554
9113,The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,20,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9114,Watch Dogs,WiiU,2014,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14,2010,10s,0.14,NA_Sales,Low,12,57.14285714285714,35.714285714285715,0.0015713767677988642,0.5714285714285714,0.35714285714285715,-0.2558312759746993,0.3398150961442821,0.5152798131338157
9115,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,2000,00s,0.14,NA_Sales,Low,22,57.14285714285714,0.0,0.0015713767677988642,0.5714285714285714,0.0,-0.2558312759746993,0.3398150961442821,-0.9196677522057843
9116,Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,19,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9117,Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.11,0.03,0.0,0.01,0.14,2000,00s,0.15000000000000002,NA_Sales,Low,23,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9118,MX vs. ATV Reflex,DS,2009,Racing,THQ,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,17,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9119,Anno 1701: Dawn of Discovery,DS,2007,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.14,2000,00s,0.15,NA_Sales,Low,19,50.0,42.85714285714285,0.0015713767677988642,0.5,0.4285714285714285,-0.2558312759746993,0.13018727590000975,0.8022693262017352
9120,Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,2000,00s,0.14,NA_Sales,Low,19,92.85714285714285,0.0,0.0015713767677988642,0.9285714285714285,0.0,-0.2558312759746993,1.3879541973656444,-0.9196677522057843
9121,Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,2000,00s,0.14,NA_Sales,Low,24,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9122,Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0.0,0.0,0.14,2000,00s,0.14,NA_Sales,Low,23,78.57142857142857,21.428571428571423,0.0015713767677988642,0.7857142857142857,0.21428571428571425,-0.2558312759746993,0.9686985568770996,-0.05869921300202458
9123,Cabela's Outdoor Adventures (2009),PS2,2009,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,2000,00s,0.14,NA_Sales,Low,17,50.0,35.714285714285715,0.0015713767677988642,0.5,0.35714285714285715,-0.2558312759746993,0.13018727590000975,0.5152798131338157
9124,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,1990,90s,0.14,NA_Sales,Low,28,57.14285714285714,35.714285714285715,0.0015713767677988642,0.5714285714285714,0.35714285714285715,-0.2558312759746993,0.3398150961442821,0.5152798131338157
9125,Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,2000,00s,0.14,JP_Sales,Low,21,0.0,0.0,0.0015713767677988642,0.0,0.0,-0.2558312759746993,-1.3372074658098976,-0.9196677522057843
